,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,part_time_beds,tag,index_right,GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,geometry,str_geometry
7942,4574914790,node,15.0,,clinic,,Del Monte Avenue,,,93397511.0,,,,4e5903c79af44ce4b9f137f7c307c602,,,,,,,5.0,,2020-11-02T06:39:42,,,Quezon City,210 Intercon Diagnostic Center,,TagaSanPedroAko,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.9953511284215 14.63747069169142),
8036,3622983694,node,12.0,,,,,,,86332229.0,,,,3c887d107c874bb0936ddec67fcf4d65,,,,,,,3.0,,2020-06-08T06:03:19,,,Quezon City,Hi-Precision Diagnostics,,mipangan,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0036950615737 14.63355449889067),
8049,4551581289,node,15.0,,pharmacy,,Abra,,,86332297.0,,,,6dbf05f23948449d8c549a616fdf9209,,,,,,,3.0,,2020-06-08T06:05:04,,,,Generika,,mipangan,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0201960952562 14.6586744759685),
8052,7735577790,node,9.0,,clinic,,,,,88321329.0,,,,a20f4d2d898046729880bfd996aa0d07,,,,,,,1.0,,2020-07-22T04:22:12,,,,Masabong Health Center,,Serkenburg,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0115796664319 14.64079042826231),
8064,2855596094,node,9.0,,hospital,,,,,22314670.0,,,,5f2f37519c004e17a290af488399a512,,,,,,,1.0,,2014-05-13T14:46:43,,,,Tooth Matters,,Decoder777,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0667417255881 14.72015246680397),
8074,4523796390,node,12.0,,clinic,,,,,96942921.0,,,,04c8523d25164fb0aae941270fdce13e,,,,,,,3.0,,2021-01-05T03:31:23,,,,Bagbag Health Center,,mapbeks,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0308641625203 14.69650359755215),
8117,6612845068,node,12.0,,dentist,,,,,72230559.0,,,,3e762ecb37bd48daa5ef89208f2a2ae0,,,,,,,1.0,,2019-07-14T11:40:36,,,,Dentacare,,jenjereren,,,,,dentist,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0736965259273 14.66802935046238),
8133,7325388950,node,18.0,,pharmacy,,,TGP,,82569988.0,,,,1c7eba48f165418fa97c7a6fa6bf2c10,,,,,,,1.0,,2020-03-24T12:14:26,,,,TGP,,Cdfeliciano,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0852152725445 14.67791194958008),
8145,1223926616,node,18.0,,pharmacy,,,Rose Pharmacy,,82570254.0,,,,70e98a4d962e4f71a9f8cd22e8ddd576,,,,,,,2.0,,2020-03-24T12:21:54,,,,Rose Pharmacy,,Cdfeliciano,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0676451271121 14.66410946962426),
8182,7328467389,node,15.0,,pharmacy,,"116 Panay Avenue , Quezon City, Quezon City, 1103 Metro Manila",,,82611502.0,,,,5ec7308299cd40e4b67d9f2275ebfb65,,,,,,,1.0,,2020-03-25T12:29:57,,,,Savemore M Place Residences,,bisaykid,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0325446502876 14.63937296461665),
8234,962802327,node,21.0,,pharmacy,,Laon Laan Street,,,86331991.0,,,,ab3b43233d8942c7a19df51eeacdcc93,,,,,,,6.0,,2020-06-08T05:58:44,,1114,Quezon City,TGP,,mipangan,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.998835988485 14.62340057756725),
8260,7092922887,node,9.0,,dentist,,,,,78974229.0,,,,a0f9f9d1cb9e4f15bf4165a933279a67,,,,,,,1.0,,2019-12-29T09:59:56,,,,Dentacare,,jenjereren,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0736486652602 14.66800998826605),
8275,4938105322,node,18.0,,dentist,,Annapolis,,,84103460.0,,,,981d53895a50458aafb1a28758448527,,,,,,,3.0,,2020-04-25T12:31:24,2-A,,,Estonactoc Dental Care Co.,,dstansby,,,,,dentist,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0508187917674 14.62366594862172),
8309,957223956,node,15.0,,pharmacy,,Gen. Araneta,,,80583757.0,,,,e3c534b7c9564121b4fc5e16875df553,,Mo-Su 06:00-22:00,,,,,4.0,,2020-02-05T10:59:17,,,,Mercury Drug,,DP24PH,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.052994147098 14.61909755993506),
8344,7723516987,node,9.0,,pharmacy,,,,,88129809.0,,,,7bf08b17ffdf4040a219ae51485fee8c,,,,,,,1.0,,2020-07-17T08:15:23,,,,Generic Saves,,Serkenburg,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0681093169099 14.67175426823269),
8363,7723472585,node,6.0,,clinic,,,,,88128601.0,,,,a30058edff4a4a20b9220d0ce38c5ad9,,,,,,,1.0,,2020-07-17T07:53:43,,,,,,Serkenburg,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0333388356133 14.66752182622523),
8391,1327099666,node,9.0,,clinic,,,,,55569745.0,,,,0084e561dad44480925b10f94562fe53,,,,,,,4.0,,2018-01-19T06:47:15,,,,Sauyo Health Center,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0377160330885 14.6878038526103),
8397,5323225505,node,25.0,,clinic,,Scout Gandia,,,55204415.0,,,,2cf68a19a2f641f6b1d5eaf66b16beb5,,,,,,,2.0,,2018-01-06T07:20:44,79,1103,Quezon City,Philippine Kidney Dialysis Foundation,,SEASALT,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0333244187398 14.63208942603498),
8418,3446556893,node,12.0,,dentist,,,,,71665395.0,,,,bd205297dae8465288117d5c2569c60b,,,,,,,2.0,,2019-06-27T09:26:06,,,,Premiera Dentista,,jenjereren,,,,,dentist,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0610796661754 14.64494483475124),
8445,678413213,node,9.0,,pharmacy,,,,,86331991.0,,,,acc97f88e4c446ee81829d93da980eba,,,,,,,3.0,,2020-06-08T05:58:44,,,,Rose Pharmacy,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0191797894964 14.65706464764497),
8486,4234979790,node,12.0,,pharmacy,,,,,58600132.0,,,,b94c15b97605444e91b970374d7074bb,,,,,,,3.0,,2018-05-02T02:25:19,,,,Botika Ng Barangay,,GOwin,,,,,,public,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0695876331726 14.6818878215314),
8502,1194964385,node,9.0,,clinic,,,,,86331991.0,,,,ae1d50a50779451d87313bb2f391d003,,,,,,,2.0,,2020-06-08T05:58:57,,,,Humana by MEDICard,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0318961424391 14.65225326758531),
8503,7039951489,node,15.0,,,blood_check,,Capitol Medical Center,,78963618.0,,,+63 2 371 2158,1e75d626e2d34b038c1e83d2222d0c20,,,,,,,3.0,,2019-12-28T20:26:00,,,,,,GrabPHMikko,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0226855204988 14.63432789709651),
8517,5639288169,node,9.0,,clinic,,,,,78978165.0,,,,2c609ebce8084b56b40792f898d8f384,,,,,,,2.0,,2019-12-29T13:08:36,,,,,,angys,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0022887458592 14.66470634494925),
8561,7328676490,node,18.0,,clinic,,Epifanio de los Santos Ave,,,89142648.0,,,+6328332 4264,1e63c23ce2b54513a357d241d06199fe,,,,,,,3.0,,2020-08-09T03:11:23,,,,The Medical City,,TagaSanPedroAko,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0206606203301 14.6572150189879),
8640,5512900338,node,12.0,,dentist,,Congressional Avenue,,,86332902.0,,,,6057bf43a1de423b8a6ac4aa2d00e705,,,,,,,2.0,,2020-06-08T06:15:16,,,,Dental Clinic,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0202776511741 14.66196269658346),
8677,1646797755,node,9.0,,clinic,,,,,32067756.0,,,,02cc93645312413899d93f1b0cc3bde9,,,,,,,3.0,,2015-06-19T07:05:26,,,,Fatima Eye & Rehabilitation Clinic,,Mr Innominate,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0611426980872 14.7188462310134),
8691,2546633642,node,9.0,,clinic,,,,,70680458.0,,,,87bbf1f707024d67b99a18d1703dc414,,,,,,,3.0,,2019-05-28T03:44:07,,,,RTCC Medical Clinic,,paduhh,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.052447144097 14.64547239173697),
8711,6958974193,node,15.0,,dentist,,Pantaleon Pelayo,,,76834022.0,,,,bd38a12ec8f14c18a30373c1feb32fe7,,,,,,,1.0,,2019-11-09T00:23:24,37,,,Portia rombaoa lee dental clinic,,yahoo-cel_ph,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0750799590461 14.69162583281937),
8731,589927813,node,21.0,,pharmacy,,Aurora Boulevard,,,80583757.0,,,,ddf941c25a0b43b19f9c3e8bb65b410d,,Mo-Su 07:00-23:00,,,,,8.0,,2020-02-05T10:59:17,,,Quezon City,Mercury Drug,,DP24PH,,,,yes,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0555959736622 14.62389896552995),
8736,589927781,node,15.0,,doctors,,West Point,,,3372264.0,,,,a4fff998e15341419865c75641ab1161,,,,,,,2.0,,2009-12-14T14:59:03,,,Quezon City,Nativity Clinic and Lying-in,,maning,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0519901627359 14.62447228770702),
8745,1487261352,node,9.0,,pharmacy,,,,,70680458.0,,,,e3ba04c529c841de8e7135eb3d947982,,,,,,,3.0,,2019-05-28T03:44:06,,,,South Star Drug,,paduhh,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0516464208868 14.64483628910514),
8747,4223973391,node,15.0,,pharmacy,,Visayas Avenue,,,74457385.0,,,,148154fab0494e26ae558170bed8293c,,Mo-Su 07:00-22:00,,,,,2.0,,2019-09-13T23:37:10,,,,Mercury Drug,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0433699620552 14.67522093956623),
8749,4314519990,node,6.0,,clinic,,,,,83911393.0,,,,151b930f9db94c379cc9c1333672a257,,,,,,,6.0,,2020-04-22T04:35:13,,,,,,Marj Nugas,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0558757615901 14.62782328877677),
8754,957223951,node,15.0,,pharmacy,,Aurora Boulevard,,,80583757.0,,,,88ae3b0a80be46c49c3cb4cf0ed910bb,,Mo-Su 07:00-23:00,,,,,6.0,,2020-02-05T10:59:17,,,,Mercury Drug,,DP24PH,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.053096825412 14.6227295223992),
8828,4901458121,node,9.0,,pharmacy,,,,,49328924.0,,,,01945e8b2f9741e4b86e48820898070b,,,,,,,1.0,,2017-06-07T08:32:02,,,,zg marketing,,Kingcute,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0610544366468 14.6451452460561),
8937,4224005094,node,12.0,,pharmacy,,,,,86332229.0,,,,cfb6e19711164f02a0fa21f39f9276ca,,Mo-Su 09:00-22:00,,,,,3.0,,2020-06-08T06:03:29,,,,Mercury Drug,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0319733397673 14.65381179866139),
8944,2059284514,node,28.0,,pharmacy,,Commonwealth Avenue,Mercury Drug,,82569988.0,,,,aace46d192c143d4aa52179088b1a377,,Mo-Su 07:00-21:30,,,,,3.0,,2020-03-24T12:14:26,,,Quezon City,Mercury Drug,,Cdfeliciano,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0843828657403 14.67837454681623),
8946,7039926888,node,18.0,,,blood_check,,Philippine Children's Medical Center,,86332902.0,,,+6329246601,628fe7942b844f9bab6caf0575a11924,,,,,,,3.0,,2020-06-08T06:15:37,,,,,,mipangan,,,,,laboratory,government,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0414395259353 14.64742143568191),
8969,4675180889,node,6.0,,pharmacy,,,,,86332372.0,,,,ce107be1728b4897bb6a0f1d93d2d7ba,,,,,,,2.0,,2020-06-08T06:05:18,,,,,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0330389311177 14.67020663363073),
8983,4160381691,node,12.0,,clinic,,,,,90781913.0,,,,daec154773844e409f2c3cc7f4c08899,,,,,,,4.0,,2020-09-12T02:01:33,,,,Diliman Children's Clinic,,TagaSanPedroAko,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0528361482233 14.6532652985745),
8989,3574783793,node,12.0,,clinic,gynaecology;obstetrics;dermatology,,,,57412785.0,,,,9a7c2ec1f7f74a99beea9c0072644c6c,,,,,,,2.0,,2018-03-22T08:10:00,,,,Natureborne OBGYN Clinic,,jenjereren,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0808386618024 14.679678687131),
8998,6009736437,node,12.0,,hospital,,,,,63827398.0,,,,493c52f406d04ee4b95b8bb58404f5dd,,,,,,,1.0,,2018-10-24T10:43:40,,,,Nephro Care,,mighty_mochi,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0434871410616 14.61860788915166),
9035,596997267,node,18.0,,pharmacy,,Quirino Highway,,,59992737.0,,,,f071fbc18c02421e9ce616c49c6c926e,,Mo-Su 06:00-23:00,,,,,3.0,,2018-06-19T22:48:56,,,,Mercury Drug Novaliches - Sauyo,,TagaSanPedroAko,,,,yes,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0304032416648 14.6932111859856),
9044,7362535085,node,12.0,,pharmacy,,,,,83024524.0,,,,5e082c306e2443a6bfd9cf97010d8579,,,,,,,1.0,,2020-04-03T09:47:53,,,,Watsons,,Marion Ordillano,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0586124529763 14.63588315923036),
9045,4514854891,node,18.0,,pharmacy,,Maryland,,,85294581.0,,,,bffd2c64af95483fae37b96bedf41033,,,,,,,2.0,,2020-05-16T08:27:30,105,1109,,"AAA Pharma, Inc.",,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0473872406082 14.62412066686889),
9081,2674513587,node,21.0,,pharmacy,,Kamias Road,,,71572041.0,,,,c9d3f4adb96d48b6ac0aa9207870e550,,,,,,,3.0,,2019-06-24T18:20:27,139A,,Quezon City,TGP,,Timothy Smith,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0584951901508 14.63458899338036),
9091,7004116785,node,9.0,,pharmacy,,,,,91568490.0,,,,8ef2724bd5ea431aada60c396f0f165e,,,,,,,3.0,,2020-09-27T03:33:01,,,,Watsons,,webwires,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0338084736481 14.65785707277101),
9111,7092923085,node,9.0,,pharmacy,,,,,78974229.0,,,,be674aa9b97e440cb25a134a53b8cdd5,,,,,,,1.0,,2019-12-29T09:59:53,,,,The Generics Pharmacy,,jenjereren,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.086458141147 14.69051657175339),
9120,4274875291,node,9.0,,clinic,,,,,90781913.0,,,,225ef95bba8442729229f1a95481f88e,,,,,,,3.0,,2020-09-12T02:01:33,,,,Klinika sa Bantayog,,TagaSanPedroAko,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0390053374347 14.64468826469511),
9165,255059925,node,18.0,,hospital,,,,,85579227.0,,,,52d0c8cf191a4624977c04e5be49416d,,,,jklinc,,,4.0,,2020-05-22T02:27:40,,1100,Quezon City,Our Lady Of Mercy Hospital,,jmres,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0397951641708 14.72152098013513),
9214,596997259,node,12.0,,pharmacy,,,,,3411274.0,,,,9bfa3f2a0eae4689b6fd9bdd29a4c9f7,,,,,,,1.0,,2009-12-20T03:49:16,,,,Abi Drug,,BlueArrow,,,,yes,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0299187676614 14.69273517770438),
9217,7735603186,node,12.0,,clinic,,,,,93870248.0,,,,2edbd1e6999c42288ba7b9da0cde62ab,,,,,,,2.0,,2020-11-10T15:15:19,,,,Capitol Medical Center,,wille,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0218296443657 14.63408121768612),
9225,7328483187,node,15.0,,pharmacy,,Molave Street,,,84809022.0,,,,73688f08bb584a4d8e7014033f3f5db7,,,,,,,2.0,,2020-05-07T06:52:15,,,,TGP,,GOwin,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0647358523397 14.62870799865672),
9244,6588264034,node,15.0,,pharmacy,,,,,72230601.0,,,,1107c89c093646c684947295e6df751f,,,,,,,2.0,,2019-07-14T11:42:41,,,,South Star Drug,,jenjereren,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0863053390522 14.69056568970598),
9253,4861175764,node,9.0,,pharmacy,,,,,67981499.0,,,,ab494393406f4104844efab09f053dd8,,,,,,,3.0,,2019-03-10T08:24:58,,,,Save More Drug,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0488221386125 14.64047384377946),
9268,4615008989,node,9.0,,pharmacy,,,,,45256585.0,,,,c88ec04b31bb4782af69a0864d9a88bd,,,,,,,1.0,,2017-01-17T22:16:07,,,,Farmacia ni Dok Main Office,,MabaitBad,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0445600246678 14.62357399914393),
9315,7325388949,node,21.0,,pharmacy,,Commonwealth Avenue,,,82569988.0,,,,76dc7d03969541f984bd34725303c559,,,,,,,1.0,,2020-03-24T12:14:26,,,Quezon City,Generika,,Cdfeliciano,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0838553925736 14.67816625652236),
9370,4234979689,node,12.0,,pharmacy,,,,,63294186.0,,,,6590b58d100e48ab9e70774217851291,,,,,,,2.0,,2018-10-08T03:04:54,,,,TGP,,GOwin,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0679052175676 14.68228503992279),
9386,4305251789,node,9.0,,clinic,,,,,40770417.0,,,,06ca187197614a78ad381b5ac99fb45f,,,,,,,1.0,,2016-07-15T23:07:32,,,,Global Health Diagnostics,,Sonny Malarayap,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0528055542767 14.64633882906801),
9400,6274341385,node,12.0,,clinic,,,,,67570533.0,,,,ea769dcfdcca47f9a510bfa6a16044e5,,,,,,,3.0,,2019-02-26T05:25:14,,,,iScan Diagnostic Center,,Allan Aquino,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0485908819039 14.63936801929376),
9457,4224611089,node,15.0,,pharmacy,,Quirino Highway,,,39789649.0,,,,a657660b7f8541e6a026196c97872065,,Mo-Su 06:00-21:00,,,,,1.0,,2016-06-03T23:39:00,,,,Mercury Drug Novaliches - Puregold,,Ajie Ramos,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0414772444996 14.72479386186728),
9525,3103202866,node,9.0,,pharmacy,,,,,25759687.0,,,,32d1a105baac4d9384c0eb09f45a5a4a,,,,,,,1.0,,2014-09-30T04:16:41,,,,Rose Pharmacy,,ravcvc,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0630669315988 14.62790258158077),
9538,2546516209,node,9.0,,clinic,,,,,19068485.0,,,,ee11283cfed64d8c9a034e93067108ce,,,,,,,1.0,,2013-11-23T09:28:26,,,,Topmed Diagnostics and Animal Bite Center,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0528640599608 14.6462634757585),
